match_id,team,teams,venue,venue_country,venue_location,competition,match_status,series_no,comp_match_no,captain,wicketkeeper,umpire1,umpire2,umpire3,umpire4,player1_of_match_team,player1_of_match,player2_of_match_team,player2_of_match,player3_of_match_team,player3_of_match,player4_of_match_team,player4_of_match,toss_winner,season_start_year,season_end_year,start_date,end_date,inns_per_side,overs_per_inns,days_for_match,winner,result_type,winning_margin,follow_on,reduced_balls,amended_target,amended_balls,innings,wickets,declared,runs,wides,noballs,byes,legbyes,penalties,time,team_batted,rest_days
20080418_00001_Bangalr,Kolkata Knight Riders,1,Bangalore,India,Royal Challengers Bangalore,Indian Premier League,ordinary,287,1,"Ganguly, SC {b1972-7-8}","Saha, WP {b1984-10-24}",Asad Rauf,"Koertzen, RE",NA,NA,Kolkata Knight Riders,"McCullum, BB {b1981-9-27}",NA,NA,NA,NA,NA,NA,Royal Challengers Bangalore,2008,2008,2008-04-18,2008-04-18,1,20,0,Kolkata Knight Riders,runs,140,0,NA,NA,NA,1,3,0,222,9,0,4,4,0,90,1,0
20080418_00001_Bangalr,Royal Challengers Bangalore,2,Bangalore,India,Royal Challengers Bangalore,Indian Premier League,ordinary,287,1,"Dravid, RS {b1973-1-11}","Boucher, MV {b1976-12-3}",Asad Rauf,"Koertzen, RE",NA,NA,Kolkata Knight Riders,"McCullum, BB {b1981-9-27}",NA,NA,NA,NA,NA,NA,Royal Challengers Bangalore,2008,2008,2008-04-18,2008-04-18,1,20,0,Kolkata Knight Riders,runs,140,0,NA,NA,NA,1,10,0,82,11,0,0,8,0,90,1,0
20080419_00002_Mohali,Chennai Super Kings,1,Mohali,India,Punjab Kings,Indian Premier League,ordinary,287,2,"Dhoni, MS {b1981-7-7}","Dhoni, MS {b1981-7-7}","Benson, MR","Shastri, SL",NA,NA,Chennai Super Kings,"Hussey, MEK {b1975-5-27}",NA,NA,NA,NA,NA,NA,Chennai Super Kings,2008,2008,2008-04-19,2008-04-19,1,20,0,Chennai Super Kings,runs,33,0,NA,NA,NA,1,5,0,240,3,1,0,2,0,90,1,0
20080419_00002_Mohali,Punjab Kings,2,Mohali,India,Punjab Kings,Indian Premier League,ordinary,287,2,Yuvraj Singh {b1981-12-12},"Sangakkara, KC {b1977-10-27}","Benson, MR","Shastri, SL",NA,NA,Chennai Super Kings,"Hussey, MEK {b1975-5-27}",NA,NA,NA,NA,NA,NA,Chennai Super Kings,2008,2008,2008-04-19,2008-04-19,1,20,0,Chennai Super Kings,runs,33,0,NA,NA,NA,1,4,0,207,5,0,2,4,0,90,1,0
20080419_00003_DelhiFK,Rajasthan Royals,1,Delhi (Feroz Shah Kotla),India,Delhi Capitals,Indian Premier League,ordinary,287,3,"Warne, SK {b1969-9-13}","Rawat, M {b1985-10-25}",Aleem Dar,"Pratap Kumar, GA",NA,NA,Delhi Capitals,"Maharoof, MF {b1984-9-7}",NA,NA,NA,NA,NA,NA,Rajasthan Royals,2008,2008,2008-04-19,2008-04-19,1,20,0,Delhi Capitals,wickets,9,0,NA,NA,NA,1,8,0,129,3,0,1,3,0,90,1,0
20080419_00003_DelhiFK,Delhi Capitals,2,Delhi (Feroz Shah Kotla),India,Delhi Capitals,Indian Premier League,ordinary,287,3,"Sehwag, V {b1978-10-20}","Karthik, KD {b1985-6-1}",Aleem Dar,"Pratap Kumar, GA",NA,NA,Delhi Capitals,"Maharoof, MF {b1984-9-7}",NA,NA,NA,NA,NA,NA,Rajasthan Royals,2008,2008,2008-04-19,2008-04-19,1,20,0,Delhi Capitals,wickets,9,0,NA,NA,NA,1,1,0,132,10,0,0,0,0,90,1,0
20080420_00004_Calcutt,Deccan Chargers,1,Kolkata (Calcutta),India,Kolkata Knight Riders,Indian Premier League,ordinary,287,4,"Laxman, VVS {b1974-11-1}","Gilchrist, AC {b1971-11-14}","Bowden, BF","Hariharan, K",NA,NA,Kolkata Knight Riders,"Hussey, DJ {b1977-7-15}",NA,NA,NA,NA,NA,NA,Deccan Chargers,2008,2008,2008-04-20,2008-04-20,1,20,0,Kolkata Knight Riders,wickets,5,0,NA,NA,NA,1,10,0,110,4,2,0,4,0,90,1,0
20080420_00004_Calcutt,Kolkata Knight Riders,2,Kolkata (Calcutta),India,Kolkata Knight Riders,Indian Premier League,ordinary,287,4,"Ganguly, SC {b1972-7-8}","Saha, WP {b1984-10-24}","Bowden, BF","Hariharan, K",NA,NA,Kolkata Knight Riders,"Hussey, DJ {b1977-7-15}",NA,NA,NA,NA,NA,NA,Deccan Chargers,2008,2008,2008-04-20,2008-04-20,1,20,0,Kolkata Knight Riders,wickets,5,0,NA,NA,NA,1,5,0,112,15,1,4,8,0,90,1,0
20080420_00005_Wankhed,Mumbai Indians,1,Mumbai (Wankhede),India,Mumbai Indians,Indian Premier League,ordinary,287,5,Harbhajan Singh {b1980-7-3},"Ronchi, L {b1981-4-23}","Davis, SJ","Harper, DJ",NA,NA,Royal Challengers Bangalore,"Boucher, MV {b1976-12-3}",NA,NA,NA,NA,NA,NA,Mumbai Indians,2008,2008,2008-04-20,2008-04-20,1,20,0,Royal Challengers Bangalore,wickets,5,0,NA,NA,NA,1,6,0,165,3,0,2,6,0,90,1,0
20080420_00005_Wankhed,Royal Challengers Bangalore,2,Mumbai (Wankhede),India,Mumbai Indians,Indian Premier League,ordinary,287,5,"Dravid, RS {b1973-1-11}","Boucher, MV {b1976-12-3}","Davis, SJ","Harper, DJ",NA,NA,Royal Challengers Bangalore,"Boucher, MV {b1976-12-3}",NA,NA,NA,NA,NA,NA,Mumbai Indians,2008,2008,2008-04-20,2008-04-20,1,20,0,Royal Challengers Bangalore,wickets,5,0,NA,NA,NA,1,5,0,166,5,0,0,0,0,90,1,0
20080421_00006_Jaipur,Punjab Kings,1,Jaipur,India,Rajasthan Royals,Indian Premier League,ordinary,287,6,Yuvraj Singh {b1981-12-12},"Sangakkara, KC {b1977-10-27}",Aleem Dar,"Tiffin, RB",NA,NA,Rajasthan Royals,"Watson, SR {b1981-6-17}",NA,NA,NA,NA,NA,NA,Punjab Kings,2008,2008,2008-04-21,2008-04-21,1,20,0,Rajasthan Royals,wickets,6,0,NA,NA,NA,1,8,0,166,2,1,0,1,0,90,1,0
20080421_00006_Jaipur,Rajasthan Royals,2,Jaipur,India,Rajasthan Royals,Indian Premier League,ordinary,287,6,"Warne, SK {b1969-9-13}",Kamran Akmal {b1982-1-13},Aleem Dar,"Tiffin, RB",NA,NA,Rajasthan Royals,"Watson, SR {b1981-6-17}",NA,NA,NA,NA,NA,NA,Punjab Kings,2008,2008,2008-04-21,2008-04-21,1,20,0,Rajasthan Royals,wickets,6,0,NA,NA,NA,1,4,0,168,6,4,0,2,0,90,1,0
20080422_00007_HydRSG,Deccan Chargers,1,Hyderabad (RGS),India,Deccan Chargers,Indian Premier League,ordinary,287,7,"Laxman, VVS {b1974-11-1}","Gilchrist, AC {b1971-11-14}","Howell, IL","Saheba, AM",NA,NA,Delhi Capitals,"Sehwag, V {b1978-10-20}",NA,NA,NA,NA,NA,NA,Deccan Chargers,2008,2008,2008-04-22,2008-04-22,1,20,0,Delhi Capitals,wickets,9,0,NA,NA,NA,1,8,0,142,1,1,0,3,0,90,1,0
20080422_00007_HydRSG,Delhi Capitals,2,Hyderabad (RGS),India,Deccan Chargers,Indian Premier League,ordinary,287,7,"Sehwag, V {b1978-10-20}","Karthik, KD {b1985-6-1}","Howell, IL","Saheba, AM",NA,NA,Delhi Capitals,"Sehwag, V {b1978-10-20}",NA,NA,NA,NA,NA,NA,Deccan Chargers,2008,2008,2008-04-22,2008-04-22,1,20,0,Delhi Capitals,wickets,9,0,NA,NA,NA,1,1,0,143,7,0,0,0,5,90,1,0
20080423_00008_Chepauk,Chennai Super Kings,1,Chennai (Chepauk),India,Chennai Super Kings,Indian Premier League,ordinary,287,8,"Dhoni, MS {b1981-7-7}","Dhoni, MS {b1981-7-7}","Harper, DJ","Pratap Kumar, GA",NA,NA,Chennai Super Kings,"Hayden, ML {b1971-10-29}",NA,NA,NA,NA,NA,NA,Mumbai Indians,2008,2008,2008-04-23,2008-04-23,1,20,0,Chennai Super Kings,runs,6,0,NA,NA,NA,1,5,0,208,9,2,4,3,0,111,1,0
20080423_00008_Chepauk,Mumbai Indians,2,Chennai (Chepauk),India,Chennai Super Kings,Indian Premier League,ordinary,287,8,Harbhajan Singh {b1980-7-3},"Ronchi, L {b1981-4-23}","Harper, DJ","Pratap Kumar, GA",NA,NA,Chennai Super Kings,"Hayden, ML {b1971-10-29}",NA,NA,NA,NA,NA,NA,Mumbai Indians,2008,2008,2008-04-23,2008-04-23,1,20,0,Chennai Super Kings,runs,6,0,NA,NA,NA,1,7,0,202,6,2,0,5,0,109,1,0
20080424_00009_HydRSG,Deccan Chargers,1,Hyderabad (RGS),India,Deccan Chargers,Indian Premier League,ordinary,287,9,"Laxman, VVS {b1974-11-1}","Gilchrist, AC {b1971-11-14}",Asad Rauf,"Benson, MR",NA,NA,Rajasthan Royals,"Pathan, YK {b1982-11-17}",NA,NA,NA,NA,NA,NA,Rajasthan Royals,2008,2008,2008-04-24,2008-04-24,1,20,0,Rajasthan Royals,wickets,3,0,NA,NA,NA,1,5,0,214,5,1,0,0,0,90,1,0
20080424_00009_HydRSG,Rajasthan Royals,2,Hyderabad (RGS),India,Deccan Chargers,Indian Premier League,ordinary,287,9,"Warne, SK {b1969-9-13}",Kamran Akmal {b1982-1-13},Asad Rauf,"Benson, MR",NA,NA,Rajasthan Royals,"Pathan, YK {b1982-11-17}",NA,NA,NA,NA,NA,NA,Rajasthan Royals,2008,2008,2008-04-24,2008-04-24,1,20,0,Rajasthan Royals,wickets,3,0,NA,NA,NA,1,7,0,217,2,1,0,4,0,90,1,0
20080425_00010_Mohali,Punjab Kings,1,Mohali,India,Punjab Kings,Indian Premier League,ordinary,287,10,Yuvraj Singh {b1981-12-12},"Sangakkara, KC {b1977-10-27}",Aleem Dar,"Saheba, AM",NA,NA,Punjab Kings,"Sangakkara, KC {b1977-10-27}",NA,NA,NA,NA,NA,NA,Mumbai Indians,2008,2008,2008-04-25,2008-04-25,1,20,0,Punjab Kings,runs,66,0,NA,NA,NA,1,10,0,182,4,1,1,1,0,100,1,0
20080425_00010_Mohali,Mumbai Indians,2,Mohali,India,Punjab Kings,Indian Premier League,ordinary,287,10,Harbhajan Singh {b1980-7-3},"Ronchi, L {b1981-4-23}",Aleem Dar,"Saheba, AM",NA,NA,Punjab Kings,"Sangakkara, KC {b1977-10-27}",NA,NA,NA,NA,NA,NA,Mumbai Indians,2008,2008,2008-04-25,2008-04-25,1,20,0,Punjab Kings,runs,66,0,NA,NA,NA,1,9,0,116,4,2,0,1,0,100,1,0
20080426_00011_Chepauk,Kolkata Knight Riders,1,Chennai (Chepauk),India,Chennai Super Kings,Indian Premier League,ordinary,287,11,"Ganguly, SC {b1972-7-8}","McCullum, BB {b1981-9-27}","Bowden, BF","Jayaprakash, AV",NA,NA,Chennai Super Kings,"Oram, JDP {b1978-7-28}",NA,NA,NA,NA,NA,NA,Kolkata Knight Riders,2008,2008,2008-04-26,2008-04-26,1,20,0,Chennai Super Kings,wickets,9,0,NA,NA,NA,1,9,0,147,4,2,0,2,0,99,1,0
20080426_00011_Chepauk,Chennai Super Kings,2,Chennai (Chepauk),India,Chennai Super Kings,Indian Premier League,ordinary,287,11,"Dhoni, MS {b1981-7-7}","Dhoni, MS {b1981-7-7}","Bowden, BF","Jayaprakash, AV",NA,NA,Chennai Super Kings,"Oram, JDP {b1978-7-28}",NA,NA,NA,NA,NA,NA,Kolkata Knight Riders,2008,2008,2008-04-26,2008-04-26,1,20,0,Chennai Super Kings,wickets,9,0,NA,NA,NA,1,1,0,152,12,1,1,4,0,77,1,0
20080426_00012_Bangalr,Royal Challengers Bangalore,1,Bangalore,India,Royal Challengers Bangalore,Indian Premier League,ordinary,287,12,"Dravid, RS {b1973-1-11}","Boucher, MV {b1976-12-3}","Benson, MR","Howell, IL",NA,NA,Rajasthan Royals,"Watson, SR {b1981-6-17}",NA,NA,NA,NA,NA,NA,Rajasthan Royals,2008,2008,2008-04-26,2008-04-26,1,20,0,Rajasthan Royals,wickets,7,0,NA,NA,NA,1,8,0,135,3,1,0,2,0,0,1,0
20080426_00012_Bangalr,Rajasthan Royals,2,Bangalore,India,Royal Challengers Bangalore,Indian Premier League,ordinary,287,12,"Warne, SK {b1969-9-13}","Rawat, M {b1985-10-25}","Benson, MR","Howell, IL",NA,NA,Rajasthan Royals,"Watson, SR {b1981-6-17}",NA,NA,NA,NA,NA,NA,Rajasthan Royals,2008,2008,2008-04-26,2008-04-26,1,20,0,Rajasthan Royals,wickets,7,0,NA,NA,NA,1,3,0,138,2,0,0,1,0,0,1,0
20080427_00013_Mohali,Delhi Capitals,1,Mohali,India,Punjab Kings,Indian Premier League,ordinary,287,13,"Sehwag, V {b1978-10-20}","Karthik, KD {b1985-6-1}","Koertzen, RE","Shivram, I",NA,NA,Punjab Kings,"Katich, SM {b1975-8-21}",NA,NA,NA,NA,NA,NA,Delhi Capitals,2008,2008,2008-04-27,2008-04-27,1,20,1,Punjab Kings,wickets,4,0,NA,NA,NA,1,8,0,158,6,0,0,5,0,90,1,0
20080427_00013_Mohali,Punjab Kings,2,Mohali,India,Punjab Kings,Indian Premier League,ordinary,287,13,Yuvraj Singh {b1981-12-12},"Sangakkara, KC {b1977-10-27}","Koertzen, RE","Shivram, I",NA,NA,Punjab Kings,"Katich, SM {b1975-8-21}",NA,NA,NA,NA,NA,NA,Delhi Capitals,2008,2008,2008-04-27,2008-04-27,1,20,1,Punjab Kings,wickets,4,0,NA,NA,NA,1,6,0,162,4,2,0,3,0,90,1,0
20080427_00014_MmbDYP,Mumbai Indians,1,Mumbai (DY Patil),India,Mumbai Indians,Indian Premier League,ordinary,287,14,"Pollock, SM {b1973-7-16}","Ronchi, L {b1981-4-23}",Asad Rauf,"Shastri, SL",NA,NA,Deccan Chargers,"Gilchrist, AC {b1971-11-14}",NA,NA,NA,NA,NA,NA,Deccan Chargers,2008,2008,2008-04-27,2008-04-27,1,20,0,Deccan Chargers,wickets,10,0,NA,NA,NA,1,7,0,154,3,2,2,4,0,96,1,0
20080427_00014_MmbDYP,Deccan Chargers,2,Mumbai (DY Patil),India,Mumbai Indians,Indian Premier League,ordinary,287,14,"Laxman, VVS {b1974-11-1}","Gilchrist, AC {b1971-11-14}",Asad Rauf,"Shastri, SL",NA,NA,Deccan Chargers,"Gilchrist, AC {b1971-11-14}",NA,NA,NA,NA,NA,NA,Deccan Chargers,2008,2008,2008-04-27,2008-04-27,1,20,0,Deccan Chargers,wickets,10,0,NA,NA,NA,1,0,0,155,4,0,4,1,0,59,1,0
20080428_00015_Bangalr,Chennai Super Kings,1,Bangalore,India,Royal Challengers Bangalore,Indian Premier League,ordinary,287,15,"Dhoni, MS {b1981-7-7}","Dhoni, MS {b1981-7-7}","Doctrove, BR","Tiffin, RB",NA,NA,Chennai Super Kings,"Dhoni, MS {b1981-7-7}",NA,NA,NA,NA,NA,NA,Chennai Super Kings,2008,2008,2008-04-28,2008-04-28,1,20,0,Chennai Super Kings,runs,13,0,NA,NA,NA,1,5,0,178,3,0,0,1,0,0,1,0
20080428_00015_Bangalr,Royal Challengers Bangalore,2,Bangalore,India,Royal Challengers Bangalore,Indian Premier League,ordinary,287,15,"Dravid, RS {b1973-1-11}","Boucher, MV {b1976-12-3}","Doctrove, BR","Tiffin, RB",NA,NA,Chennai Super Kings,"Dhoni, MS {b1981-7-7}",NA,NA,NA,NA,NA,NA,Chennai Super Kings,2008,2008,2008-04-28,2008-04-28,1,20,0,Chennai Super Kings,runs,13,0,NA,NA,NA,1,10,0,165,6,0,0,1,0,0,1,0
20080429_00016_Calcutt,Kolkata Knight Riders,1,Kolkata (Calcutta),India,Kolkata Knight Riders,Indian Premier League,ordinary,287,16,"Ganguly, SC {b1972-7-8}","McCullum, BB {b1981-9-27}","Bowden, BF","Jayaprakash, AV",NA,NA,Mumbai Indians,"Jayasuriya, ST {b1969-6-30}",NA,NA,NA,NA,NA,NA,Kolkata Knight Riders,2008,2008,2008-04-29,2008-04-29,1,20,0,Mumbai Indians,wickets,7,0,NA,NA,NA,1,8,0,137,7,0,1,5,0,100,1,0
20080429_00016_Calcutt,Mumbai Indians,2,Kolkata (Calcutta),India,Kolkata Knight Riders,Indian Premier League,ordinary,287,16,"Pollock, SM {b1973-7-16}","Shah, PR {b1987-11-3}","Bowden, BF","Jayaprakash, AV",NA,NA,Mumbai Indians,"Jayasuriya, ST {b1969-6-30}",NA,NA,NA,NA,NA,NA,Kolkata Knight Riders,2008,2008,2008-04-29,2008-04-29,1,20,0,Mumbai Indians,wickets,7,0,NA,NA,NA,1,3,0,138,9,1,0,5,0,90,1,0
20080430_00017_DelhiFK,Delhi Capitals,1,Delhi (Feroz Shah Kotla),India,Delhi Capitals,Indian Premier League,ordinary,287,17,"Sehwag, V {b1978-10-20}","Karthik, KD {b1985-6-1}",Aleem Dar,"Shivram, I",NA,NA,Delhi Capitals,"McGrath, GD {b1970-2-9}",NA,NA,NA,NA,NA,NA,Royal Challengers Bangalore,2008,2008,2008-04-30,2008-04-30,1,20,0,Delhi Capitals,runs,10,0,NA,NA,NA,1,5,0,191,1,1,0,2,0,100,1,0
20080430_00017_DelhiFK,Royal Challengers Bangalore,2,Delhi (Feroz Shah Kotla),India,Delhi Capitals,Indian Premier League,ordinary,287,17,"Dravid, RS {b1973-1-11}","Boucher, MV {b1976-12-3}",Aleem Dar,"Shivram, I",NA,NA,Delhi Capitals,"McGrath, GD {b1970-2-9}",NA,NA,NA,NA,NA,NA,Royal Challengers Bangalore,2008,2008,2008-04-30,2008-04-30,1,20,0,Delhi Capitals,runs,10,0,NA,NA,NA,1,5,0,181,0,1,1,10,0,100,1,0
20080501_00018_Jaipur,Rajasthan Royals,1,Jaipur,India,Rajasthan Royals,Indian Premier League,ordinary,287,18,"Warne, SK {b1969-9-13}","Rawat, M {b1985-10-25}",Asad Rauf,"Pratap Kumar, GA",NA,NA,Rajasthan Royals,"Asnodkar, SA {b1984-3-29}",NA,NA,NA,NA,NA,NA,Rajasthan Royals,2008,2008,2008-05-01,2008-05-01,1,20,0,Rajasthan Royals,runs,45,0,NA,NA,NA,1,7,0,196,3,4,1,6,0,100,1,0
20080501_00018_Jaipur,Kolkata Knight Riders,2,Jaipur,India,Rajasthan Royals,Indian Premier League,ordinary,287,18,"Ganguly, SC {b1972-7-8}","Saha, WP {b1984-10-24}",Asad Rauf,"Pratap Kumar, GA",NA,NA,Rajasthan Royals,"Asnodkar, SA {b1984-3-29}",NA,NA,NA,NA,NA,NA,Rajasthan Royals,2008,2008,2008-05-01,2008-05-01,1,20,0,Rajasthan Royals,runs,45,0,NA,NA,NA,1,10,0,151,7,0,3,2,0,100,1,0
20080501_00019_HydRSG,Deccan Chargers,1,Hyderabad (RGS),India,Deccan Chargers,Indian Premier League,ordinary,287,19,"Laxman, VVS {b1974-11-1}","Gilchrist, AC {b1971-11-14}","Doctrove, BR","Tiffin, RB",NA,NA,Punjab Kings,"Marsh, SE {b1983-7-9}",NA,NA,NA,NA,NA,NA,Punjab Kings,2008,2008,2008-05-01,2008-05-01,1,20,0,Punjab Kings,wickets,7,0,NA,NA,NA,1,8,0,164,2,0,1,1,0,100,1,0
